,closed_at,created_at,labels,id,number,state,title,url,last_mod,comments,turn_round
0,,2021-10-07 13:23:53,[],1020042029,565,open,Add support for PKCS#11 in security files,https://api.github.com/repos/ros2/rmw_fastrtps/issues/565,,0,
1,,2021-10-02 03:13:58,[],1013900063,564,closed,fix QoS depth settings for clients/service ignored,https://api.github.com/repos/ros2/rmw_fastrtps/issues/564,,2,391467.0
2,,2021-10-01 12:58:25,[],1013314324,563,closed,Maximum number of entities per node,https://api.github.com/repos/ros2/rmw_fastrtps/issues/563,,3,265916.0
3,,2021-09-29 08:13:39,[],1010637939,562,open,User setting for Qos depth is ignored while using Clinet/Service,https://api.github.com/repos/ros2/rmw_fastrtps/issues/562,,0,
4,,2021-09-29 06:21:02,[],1010538811,561,open,ethernet communications is seen but not caught,https://api.github.com/repos/ros2/rmw_fastrtps/issues/561,,3,
5,,2021-09-24 16:41:17,[],1006645430,560,open,Add client/service QoS getters,https://api.github.com/repos/ros2/rmw_fastrtps/issues/560,,0,
6,,2021-09-23 15:43:46,[],1005584471,559,open,Traffic amplification while using several clients with service,https://api.github.com/repos/ros2/rmw_fastrtps/issues/559,,6,
7,,2021-09-08 18:24:46,[],991410954,558,closed,Update rmw_context_impl_t definition,https://api.github.com/repos/ros2/rmw_fastrtps/issues/558,,1,523299.0
8,,2021-09-08 13:12:58,[],991124892,557,closed,Clarify rule for selecting a XML profile using topic name,https://api.github.com/repos/ros2/rmw_fastrtps/issues/557,,4,193983.0
9,,2021-09-07 14:23:06,"[Label(name=""more-information-needed"")]",990041916,556,open,[Question] Client will not receive response,https://api.github.com/repos/ros2/rmw_fastrtps/issues/556,,4,
10,,2021-09-07 13:00:17,"[Label(name=""bug""), Label(name=""more-information-needed"")]",989959006,555,open,Race condition on shutdown,https://api.github.com/repos/ros2/rmw_fastrtps/issues/555,,1,
11,,2021-09-03 13:05:29,"[Label(name=""bug"")]",987752701,554,closed,Unable to create publishers/subscribers with different profiles,https://api.github.com/repos/ros2/rmw_fastrtps/issues/554,,11,1830458.0
12,,2021-08-16 02:00:18,"[Label(name=""bug""), Label(name=""help wanted"")]",971295366,553,open,ASAN reported SEGV in fastrtps,https://api.github.com/repos/ros2/rmw_fastrtps/issues/553,,2,
13,,2021-08-13 18:59:22,[],970642500,552,closed,Update the LoanManager to do internal locking.,https://api.github.com/repos/ros2/rmw_fastrtps/issues/552,,3,239540.0
14,,2021-08-06 04:59:10,[],962397503,551,closed,Expose locator addresses to rmw_fastrtps for using ipv6 via XML profiles,https://api.github.com/repos/ros2/rmw_fastrtps/issues/551,,2,5080.0
15,,2021-07-27 05:30:02,[],953518424,550,closed,Fix type size alignment,https://api.github.com/repos/ros2/rmw_fastrtps/issues/550,,3,124272.0
16,,2021-07-12 20:18:28,[],942412990,549,closed,[galactic backport] Support for SubscriptionOptions::ignore_local_publications (#536),https://api.github.com/repos/ros2/rmw_fastrtps/issues/549,,1,80284.0
17,,2021-07-12 20:15:46,[],942410705,548,closed,"Revert ""Support for SubscriptionOptions::ignore_local_publications (#543)""",https://api.github.com/repos/ros2/rmw_fastrtps/issues/548,,0,80404.0
18,,2021-07-09 08:39:40,[],940551377,547,closed,[Galactic] Loan messages implementation,https://api.github.com/repos/ros2/rmw_fastrtps/issues/547,,5,2698768.0
19,,2021-07-06 18:43:16,[],938163408,546,closed,Pass the CRL down to Fast-DDS if available.,https://api.github.com/repos/ros2/rmw_fastrtps/issues/546,,1,153188.0
